31	2023-01-13 17:00:28	1	1	0	1
42	2023-01-13 17:00:32	1	1	0	1
26	2023-01-13 17:00:36	1	1	0	1
30	2023-01-13 17:00:39	1	1	0	1
27	2023-01-13 17:00:42	1	1	0	2
27	2023-01-13 17:00:43	1	1	0	1
37	2023-01-13 17:00:46	1	1	0	1
4	2023-01-13 17:00:58	1	1	0	1
4	2023-01-13 17:01:00	1	1	0	1
24	2023-01-13 17:01:05	1	1	0	2
38	2023-01-13 17:01:10	1	1	0	1
3	2023-01-13 17:01:16	1	1	0	1
3	2023-01-13 17:01:18	1	1	0	1
38	2023-01-13 17:01:20	1	1	0	1
5	2023-01-13 17:01:59	1	1	0	1
9	2023-01-13 17:02:03	1	1	0	1
14	2023-01-13 17:02:22	1	1	0	1
19	2023-01-13 17:02:52	1	1	0	1
19	2023-01-13 17:02:53	1	1	0	2
9	2023-01-13 17:02:57	1	1	0	2
9	2023-01-13 17:02:59	1	1	0	2
6	2023-01-13 17:03:10	1	1	0	2
6	2023-01-13 17:03:11	1	1	0	2
16	2023-01-13 17:03:14	1	1	0	2
16	2023-01-13 17:03:16	1	1	0	2
